Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,4/12/20 23:18,32.3182,-86.9023,3563,93,,3470,1,75.98802021,21583,437,2.610159978,84000001,USA,460.3001516,12.26494527,,,,,,,,,,,,,,,,,
Alaska,US,4/12/20 23:18,61.3707,-152.4044,272,8,66,264,2,45.50404936,8038,31,2.941176471,84000002,USA,1344.711576,11.39705882,,,,,,,,,,,,,,,,,
Arizona,US,4/12/20 23:18,33.7298,-111.4312,3542,115,,3427,4,48.66242224,42109,,3.246753247,84000004,USA,578.5222863,,,,,,,,,,,,,,,,,,
Arkansas,US,4/12/20 23:18,34.9697,-92.3731,1280,27,367,1253,5,49.43942261,19722,130,2.109375,84000005,USA,761.7533537,10.15625,,,,,,,,,,,,,,,,,
California,US,4/12/20 23:18,36.1162,-119.6816,22795,640,,22155,6,58.13772584,190328,5234,2.81202018,84000006,USA,485.4238685,22.9611757,,,,,,,,,,,,,,,,,
Colorado,US,4/12/20 23:18,39.0598,-105.3111,7307,289,,7018,8,128.943729,34873,1376,3.955111537,84000008,USA,615.3899908,18.8312577,,,,,,,,,,,,,,,,,
Connecticut,US,4/12/20 23:18,41.5978,-72.7554,12035,554,,11481,9,337.5604825,41220,1654,4.603240548,84000009,USA,1156.148159,13.74324886,,,,,,,,,,,,,,,,,
Delaware,US,4/12/20 23:18,39.3185,-75.5071,1625,35,191,1590,10,166.8782169,11103,190,2.153846154,84000010,USA,1140.214672,11.69230769,,,,,,,,,,,,,,,,,
Diamond Princess,US,4/12/20 23:18,,,49,0,0,49,888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
District of Columbia,US,4/12/20 23:18,38.8974,-77.0268,1875,50,493,1825,11,265.6751905,10640,,2.666666667,84000011,USA,1507.618148,,,,,,,,,,,,,,,,,,
Florida,US,4/12/20 23:18,27.7663,-81.6868,19895,461,,19434,12,93.70022691,182753,2772,2.317165117,84000012,USA,860.7186513,13.93314903,,,,,,,,,,,,,,,,,
Georgia,US,4/12/20 23:18,33.0406,-83.6431,12452,433,,12019,13,122.8081405,54453,2505,3.477353036,84000013,USA,537.0439828,20.11725024,,,,,,,,,,,,,,,,,
Grand Princess,US,4/12/20 23:18,,,103,0,0,103,999,,,,0,84099999,USA,,,,,,,,,,,,,,,,,,,
Guam,US,4/12/20 23:18,13.4443,144.7937,133,5,58,128,66,80.98447899,826,13,3.759398496,316,GUM,502.9562379,9.77443609,,,,,,,,,,,,,,,,,
Hawaii,US,4/12/20 23:18,21.0943,-157.4983,499,9,300,490,15,35.24543964,17968,44,1.803607214,84000015,USA,1269.118355,8.817635271,,,,,,,,,,,,,,,,,
Idaho,US,4/12/20 23:18,44.2405,-114.4788,1407,27,,1380,16,87.36433536,14308,131,1.918976546,84000016,USA,888.4214004,9.310589908,,,,,,,,,,,,,,,,,
Illinois,US,4/12/20 23:18,40.3495,-88.9861,20852,720,,20132,17,177.6807818,100735,3680,3.452906196,84000017,USA,858.3672336,17.64818722,,,,,,,,,,,,,,,,,
Indiana,US,4/12/20 23:18,39.8494,-86.2583,7928,343,,7585,18,121.1492553,42489,,4.326437941,84000018,USA,649.2823801,,,,,,,,,,,,,,,,,,
Iowa,US,4/12/20 23:18,42.0115,-93.2105,1587,41,674,1546,19,60.55603952,17592,129,2.583490863,84000019,USA,671.2677046,8.128544423,,,,,,,,,,,,,,,,,
Kansas,US,4/12/20 23:18,38.5266,-96.7265,1344,56,,1288,20,55.11612114,13253,298,4.166666667,84000020,USA,543.4925249,22.17261905,,,,,,,,,,,,,,,,,
Kentucky,US,4/12/20 23:18,37.6681,-84.6701,1963,97,464,1866,21,57.34228025,24567,459,4.9414162,84000021,USA,717.6402439,23.38257769,,,,,,,,,,,,,,,,,
Louisiana,US,4/12/20 23:18,31.1695,-91.8678,20595,840,,19755,22,447.9836494,104045,2084,4.078659869,84000022,USA,2263.19295,10.11896091,,,,,,,,,,,,,,,,,
Maine,US,4/12/20 23:18,44.6939,-69.3819,633,19,266,614,23,53.91795272,6721,120,3.001579779,84000023,USA,572.4842974,18.95734597,,,,,,,,,,,,,,,,,
Maryland,US,4/12/20 23:18,39.0639,-76.8021,8225,236,456,7989,24,138.3903145,49764,1860,2.869300912,84000024,USA,837.3076732,22.61398176,,,,,,,,,,,,,,,,,
Massachusetts,US,4/12/20 23:18,42.2302,-71.5301,25475,756,,24719,25,371.1516059,116730,2235,2.967615309,84000025,USA,1700.668379,8.773307164,,,,,,,,,,,,,,,,,
Michigan,US,4/12/20 23:18,43.3266,-84.5361,24244,1479,433,22765,26,304.2953668,79437,3636,6.100478469,84000026,USA,997.0430232,14.99752516,,,,,,,,,,,,,,,,,
Minnesota,US,4/12/20 23:18,45.6945,-93.9002,1621,70,842,1551,27,32.77100367,37421,361,4.318322023,84000027,USA,756.5229662,22.27020358,,,,,,,,,,,,,,,,,
Mississippi,US,4/12/20 23:18,32.7416,-89.6787,2781,96,,2685,28,96.05534114,21413,548,3.451995685,84000028,USA,739.6019489,19.70514204,,,,,,,,,,,,,,,,,
Missouri,US,4/12/20 23:18,38.4561,-92.2884,4269,118,,4151,29,72.85659283,45200,988,2.764113375,84000029,USA,771.4026695,23.14359335,,,,,,,,,,,,,,,,,
Montana,US,4/12/20 23:18,46.9219,-110.4544,387,6,169,381,30,44.68889256,8913,47,1.550387597,84000030,USA,1029.230231,12.14470284,,,,,,,,,,,,,,,,,
Nebraska,US,4/12/20 23:18,41.1254,-98.2681,791,17,,774,31,51.85960275,10691,,2.149178255,84000031,USA,700.924163,,,,,,,,,,,,,,,,,,
Nevada,US,4/12/20 23:18,38.3135,-117.0554,2836,112,,2724,32,94.01010443,24611,282,3.94922426,84000032,USA,815.8260508,9.943582511,,,,,,,,,,,,,,,,,
New Hampshire,US,4/12/20 23:18,43.4525,-71.5639,929,23,236,906,33,69.94702398,10925,146,2.475780409,84000033,USA,822.5739902,15.71582347,,,,,,,,,,,,,,,,,
New Jersey,US,4/12/20 23:18,40.2989,-74.521,61850,2350,,59500,34,696.3372772,126735,7604,3.799514956,84000034,USA,1426.844055,12.29426031,,,,,,,,,,,,,,,,,
New Mexico,US,4/12/20 23:18,34.8405,-106.2485,1245,26,235,1219,35,74.66119111,28692,78,2.088353414,84000035,USA,1720.625619,6.265060241,,,,,,,,,,,,,,,,,
New York,US,4/12/20 23:18,42.1657,-74.9481,189033,9385,23887,179648,36,1121.124012,461601,42594,4.964741606,84000036,USA,2737.680538,22.53257368,,,,,,,,,,,,,,,,,
North Carolina,US,4/12/20 23:18,35.6301,-79.8064,4570,89,,4481,37,46.07841902,62139,331,1.947483589,84000037,USA,626.5354222,7.242888403,,,,,,,,,,,,,,,,,
North Dakota,US,4/12/20 23:18,47.5289,-99.784,308,7,121,301,38,50.79004911,10350,39,2.272727273,84000038,USA,1706.743533,12.66233766,,,,,,,,,,,,,,,,,
Ohio,US,4/12/20 23:18,40.3888,-82.7649,6604,253,,6351,39,59.10222609,63243,1948,3.831011508,84000039,USA,565.9906245,29.49727438,,,,,,,,,,,,,,,,,
Oklahoma,US,4/12/20 23:18,35.5653,-96.9289,1970,96,865,1874,40,53.85995428,22760,446,4.873096447,84000040,USA,622.2601824,22.63959391,,,,,,,,,,,,,,,,,
Oregon,US,4/12/20 23:18,44.572,-122.0709,1527,52,,1475,41,38.1076067,29758,359,3.405370007,84000041,USA,742.6366471,23.51015062,,,,,,,,,,,,,,,,,
Pennsylvania,US,4/12/20 23:18,40.5908,-77.2098,22938,557,,22381,42,182.2284446,124890,2097,2.428284942,84000042,USA,992.175013,9.142035051,,,,,,,,,,,,,,,,,
Puerto Rico,US,4/12/20 23:18,18.2208,-66.5901,897,44,,853,72,30.57876709,6716,,4.905239688,630,PRI,228.9487177,,,,,,,,,,,,,,,,,,
Rhode Island,US,4/12/20 23:18,41.6809,-71.5118,2665,63,35,2602,44,251.5667464,20350,201,2.363977486,84000044,USA,1920.969339,7.542213884,,,,,,,,,,,,,,,,,
South Carolina,US,4/12/20 23:18,33.8569,-80.945,3320,82,,3238,45,65.87334263,31425,496,2.469879518,84000045,USA,623.5149976,14.93975904,,,,,,,,,,,,,,,,,
South Dakota,US,4/12/20 23:18,44.2998,-99.4388,730,6,197,724,46,99.19933903,8553,43,0.821917808,84000046,USA,1162.262941,5.890410959,,,,,,,,,,,,,,,,,
Tennessee,US,4/12/20 23:18,35.7478,-86.6923,5508,106,1504,5402,47,83.90037425,70677,567,1.924473493,84000047,USA,1076.584377,10.29411765,,,,,,,,,,,,,,,,,
Texas,US,4/12/20 23:18,31.0545,-97.5635,13677,283,2014,13394,48,59.50516088,124533,1338,2.069167215,84000048,USA,541.811523,9.782847116,,,,,,,,,,,,,,,,,
Utah,US,4/12/20 23:18,40.15,-111.8624,2303,18,,2285,49,80.3592053,44234,195,0.781589231,84000049,USA,1543.468991,8.467216674,,,,,,,,,,,,,,,,,
Vermont,US,4/12/20 23:18,44.0459,-72.7107,727,27,15,700,50,119.0649715,9841,34,3.71389271,84000050,USA,1611.717172,4.676753783,,,,,,,,,,,,,,,,,
Virginia,US,4/12/20 23:18,37.7693,-78.17,5274,141,,5133,51,66.69845192,39985,751,2.673492605,84000051,USA,505.6764505,14.23966629,,,,,,,,,,,,,,,,,
Washington,US,4/12/20 23:18,47.4009,-121.4905,10609,506,,10103,53,140.5276682,93615,642,4.7695353,84000053,USA,1240.031828,6.051465737,,,,,,,,,,,,,,,,,
West Virginia,US,4/12/20 23:18,38.4912,-80.9545,593,6,83,587,54,44.82244115,16257,81,1.011804384,84000054,USA,1228.800044,13.65935919,,,,,,,,,,,,,,,,,
Wisconsin,US,4/12/20 23:18,44.2685,-89.6165,3341,144,,3197,55,64.56573888,39257,974,4.3100868,84000055,USA,758.6522632,29.15294822,,,,,,,,,,,,,,,,,
Wyoming,US,4/12/20 23:18,42.756,-107.3025,270,0,137,270,56,54.29973453,5459,40,0,84000056,USA,1097.860188,14.81481481,,,,,,,,,,,,,,,,,
American Samoa,US,,-14.271,-170.1322,0,0,,0,60,0,3,,,16,ASM,5.391707554,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,US,4/12/20 23:18,15.0979,145.6739,11,2,,9,69,19.9477731,38,,18.18181818,580,MNP,68.9104889,,,,,,,,,,,,,,,,,,
Recovered,US,,,,0,0,32988,-32988,,,,,,84070001,USA,,,,,,,,,,,,,,,,,,,
Virgin Islands,US,,18.3358,-64.8963,51,1,43,50,,47.54446806,350,3,1.960784314,850,VIR,326.2855651,5.882352941,,,,,,,,,,,,,,,,,
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,4/13/20 23:07,32.3182,-86.9023,3734,99,,3635,1,79.63493333,29182,457,2.651312266,84000001,USA,622.3638523,12.23888591,,,,,,,,,,,,,,,,,
Alaska,US,4/13/20 23:07,61.3707,-152.4044,277,8,85,269,2,46.34052085,7830,32,2.888086643,84000002,USA,1309.914362,11.55234657,,,,,,,,,,,,,,,,,
American Samoa,US,,-14.271,-170.132,0,0,,,60,0,3,,,16,ASM,5.391707554,,,,,,,,,,,,,,,,,,
Arizona,US,4/13/20 23:07,33.7298,-111.4312,3705,122,,3583,4,50.90182789,43347,525,3.292847503,84000004,USA,595.5307783,14.17004049,,,,,,,,,,,,,,,,,
Arkansas,US,4/13/20 23:07,34.9697,-92.3731,1410,29,391,1381,5,54.46061397,20804,130,2.056737589,84000005,USA,803.5451156,9.219858156,,,,,,,,,,,,,,,,,
California,US,4/13/20 23:07,36.1162,-119.6816,23931,714,,23217,6,61.03504791,190882,3015,2.987756467,84000006,USA,486.8368231,12.59872132,,,,,,,,,,,,,,,,,
Colorado,US,4/13/20 23:07,39.0598,-105.3111,7691,306,,7385,8,135.7200246,37534,1472,3.978676375,84000008,USA,662.3476017,19.13925367,,,,,,,,,,,,,,,,,
Connecticut,US,4/13/20 23:07,41.5978,-72.7554,13381,602,,12779,9,375.3134039,44309,1760,4.498916374,84000009,USA,1242.78915,13.1529781,,,,,,,,,,,,,,,,,
Delaware,US,4/13/20 23:07,39.3185,-75.5071,1758,41,213,1717,10,180.5365571,11820,201,2.332195677,84000010,USA,1213.846476,11.4334471,,,,,,,,,,,,,,,,,
Diamond Princess,US,4/13/20 23:07,,,49,0,0,49,88888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
District of Columbia,US,4/13/20 23:07,38.8974,-77.0268,1955,52,507,1903,11,277.0106653,10934,295,2.659846547,84000011,USA,1549.276017,15.08951407,,,,,,,,,,,,,,,,,
Florida,US,4/14/20 0:42,27.7663,-81.6868,21019,499,,122520,12,579.3871935,196207,2833,0.405628399,84000012,USA,924.0834592,2.302896301,,,,,,,,,,,,,,,,,
Georgia,US,4/13/20 23:07,33.0406,-83.6431,13315,465,,12850,13,131.3194981,57021,2589,3.492301915,84000013,USA,562.3709427,19.44423582,,,,,,,,,,,,,,,,,
Grand Princess,US,4/13/20 23:07,,,103,0,0,103,99999,,,,0,84099999,USA,,,,,,,,,,,,,,,,,,,
Guam,US,4/13/20 23:07,13.4443,144.7937,133,5,58,128,66,80.98447899,905,12,3.759398496,316,GUM,551.0598006,9.022556391,,,,,,,,,,,,,,,,,
Hawaii,US,4/13/20 23:07,21.0943,-157.4983,504,9,310,495,15,35.59860035,18844,44,1.785714286,84000015,USA,1330.992113,8.73015873,,,,,,,,,,,,,,,,,
Idaho,US,4/13/20 23:07,44.2405,-114.4788,1426,27,,1399,16,88.54409539,14881,132,1.893408135,84000016,USA,924.0004794,9.256661992,,,,,,,,,,,,,,,,,
Illinois,US,4/13/20 23:07,40.3495,-88.9861,22025,798,,21227,17,187.6759649,105768,3680,3.623155505,84000017,USA,901.2536414,16.70828604,,,,,,,,,,,,,,,,,
Indiana,US,4/13/20 23:07,39.8494,-86.2583,8359,350,,8009,18,127.7354472,44539,,4.187103721,84000018,USA,680.6088147,,,,,,,,,,,,,,,,,,
Iowa,US,4/13/20 23:07,42.0115,-93.2105,1710,41,741,1669,19,65.24941877,18696,142,2.397660819,84000019,USA,713.3936452,8.304093567,,,,,,,,,,,,,,,,,
Kansas,US,4/13/20 23:07,38.5266,-96.7265,1390,62,,1328,20,57.002536,13864,309,4.460431655,84000020,USA,568.5490353,22.23021583,,,,,,,,,,,,,,,,,
Kentucky,US,4/13/20 23:07,37.6681,-84.6701,2018,113,607,1905,21,58.94891571,25866,667,5.599603568,84000021,USA,755.5860524,33.05252725,,,,,,,,,,,,,,,,,
Louisiana,US,4/13/20 23:07,31.1695,-91.8678,21016,884,,20132,22,457.1412661,108091,2134,4.206318995,84000022,USA,2351.201779,10.15416825,,,,,,,,,,,,,,,,,
Maine,US,4/13/20 23:07,44.6939,-69.3819,698,19,273,679,23,59.45455134,12306,124,2.722063037,84000023,USA,1048.205887,17.76504298,,,,,,,,,,,,,,,,,
Maryland,US,4/13/20 23:07,39.0639,-76.8021,8936,262,603,8674,24,150.3532949,51751,1975,2.931960609,84000024,USA,870.7400811,22.10161146,,,,,,,,,,,,,,,,,
Massachusetts,US,4/13/20 23:07,42.2302,-71.5301,26867,844,,26023,25,391.4319998,122049,2340,3.141400231,84000025,USA,1778.162212,8.70956936,,,,,,,,,,,,,,,,,
Michigan,US,4/13/20 23:07,43.3266,-84.5361,25635,1602,447,24033,26,321.7543198,82644,3986,6.249268578,84000026,USA,1037.295261,15.54905403,,,,,,,,,,,,,,,,,
Minnesota,US,4/13/20 23:07,45.6945,-93.9002,1621,70,842,1551,27,32.77100367,38427,361,4.318322023,84000027,USA,776.8608007,22.27020358,,,,,,,,,,,,,,,,,
Mississippi,US,4/13/20 23:07,32.7416,-89.6787,2942,98,,2844,28,101.616258,30984,549,3.331067301,84000028,USA,1070.182916,18.66077498,,,,,,,,,,,,,,,,,
Missouri,US,4/13/20 23:07,38.4561,-92.2884,4515,123,,4392,29,77.05493479,45428,988,2.724252492,84000029,USA,775.2938157,21.88261351,,,,,,,,,,,,,,,,,
Montana,US,4/13/20 23:07,46.9219,-110.4544,394,7,171,387,30,45.49721878,9098,47,1.776649746,84000030,USA,1050.593138,11.92893401,,,,,,,,,,,,,,,,,
Nebraska,US,4/13/20 23:07,41.1254,-98.2681,814,17,,797,31,53.36753051,10972,,2.088452088,84000031,USA,719.3471066,,,,,,,,,,,,,,,,,,
Nevada,US,4/13/20 23:07,38.3135,-117.0554,2990,114,,2876,32,99.11502547,25464,,3.81270903,84000032,USA,844.1020096,,,,,,,,,,,,,,,,,,
New Hampshire,US,4/13/20 23:07,43.4525,-71.5639,985,23,239,962,33,74.16342155,11207,152,2.335025381,84000033,USA,843.8065637,15.43147208,,,,,,,,,,,,,,,,,
New Jersey,US,4/13/20 23:07,40.2989,-74.521,64584,2443,,62141,34,727.1179743,129469,7781,3.78267063,84000034,USA,1457.624752,12.04787563,,,,,,,,,,,,,,,,,
New Mexico,US,4/13/20 23:07,34.8405,-106.2485,1262,26,295,1236,35,75.68066119,30515,80,2.06022187,84000035,USA,1829.948793,6.339144216,,,,,,,,,,,,,,,,,
New York,US,4/13/20 23:07,42.1657,-74.9481,195749,10058,23887,185691,36,1160.955517,478357,42712,5.138212711,84000036,USA,2837.057652,21.81977941,,,,,,,,,,,,,,,,,
North Carolina,US,4/13/20 23:07,35.6301,-79.8064,4886,94,,4792,37,49.26458541,63388,313,1.923864102,84000037,USA,639.1288456,6.406058125,,,,,,,,,,,,,,,,,
North Dakota,US,4/13/20 23:07,47.5289,-99.784,331,8,127,323,38,54.58281252,10781,40,2.416918429,84000038,USA,1777.816622,12.08459215,,,,,,,,,,,,,,,,,
Northern Mariana Islands,US,4/13/20 23:07,15.0979,145.6739,11,2,,9,69,19.9477731,38,,18.18181818,580,MNP,68.9104889,,,,,,,,,,,,,,,,,,
Ohio,US,4/13/20 23:07,40.3888,-82.7649,6975,274,,6701,39,62.42247531,65112,2033,3.928315412,84000039,USA,582.7171631,29.14695341,,,,,,,,,,,,,,,,,
Oklahoma,US,4/13/20 23:07,35.5653,-96.9289,2069,99,865,1970,40,56.56662203,22859,457,4.784920251,84000040,USA,624.9668502,22.0879652,,,,,,,,,,,,,,,,,
Oregon,US,4/13/20 23:07,44.572,-122.0709,1584,53,,1531,41,39.53009103,31121,369,3.345959596,84000041,USA,776.6514918,23.29545455,,,,,,,,,,,,,,,,,
Pennsylvania,US,4/13/20 23:07,40.5908,-77.2098,24292,589,,23703,42,192.9851503,129792,2243,2.424666557,84000042,USA,1031.118419,9.233492508,,,,,,,,,,,,,,,,,
Puerto Rico,US,4/13/20 23:07,18.2208,-66.5901,903,45,,858,72,30.78330733,6863,,4.983388704,630,PRI,233.9599537,,,,,,,,,,,,,,,,,,
Rhode Island,US,4/13/20 23:07,41.6809,-71.5118,2665,63,135,2602,44,251.5667464,20661,331,2.363977486,84000044,USA,1950.326659,12.42026266,,,,,,,,,,,,,,,,,
South Carolina,US,4/13/20 23:07,33.8569,-80.945,3391,82,,3309,45,67.28207977,31425,496,2.418165733,84000045,USA,623.5149976,14.6269537,,,,,,,,,,,,,,,,,
South Dakota,US,4/13/20 23:07,44.2998,-99.4388,868,6,207,862,46,117.9520908,9002,44,0.69124424,84000046,USA,1223.277329,5.069124424,,,,,,,,,,,,,,,,,
Tennessee,US,4/13/20 23:07,35.7478,-86.6923,5610,109,1671,5501,47,85.45408488,76195,579,1.942959002,84000047,USA,1160.637076,10.32085561,,,,,,,,,,,,,,,,,
Texas,US,4/13/20 23:07,31.0545,-97.5635,14275,305,2269,13970,48,62.10690733,133226,1176,2.136602452,84000048,USA,579.6325629,8.238178634,,,,,,,,,,,,,,,,,
Utah,US,4/13/20 23:07,40.15,-111.8624,2363,13,218,2350,49,82.45280162,45787,201,0.550148117,84000049,USA,1597.658243,8.506136267,,,,,,,,,,,,,,,,,
Vermont,US,4/13/20 23:07,44.0459,-72.7107,748,28,15,720,50,122.5042623,10366,33,3.743315508,84000050,USA,1697.699442,4.411764706,,,,,,,,,,,,,,,,,
Virgin Islands,US,4/13/20 23:07,18.3358,-64.8963,51,1,43,50,78,47.54446806,373,,1.960784314,850,VIR,347.727188,,,,,,,,,,,,,,,,,,
Virginia,US,4/13/20 23:07,37.7693,-78.17,5747,149,,5598,51,72.68031915,41401,1238,2.592657038,84000051,USA,523.5841123,21.54167392,,,,,,,,,,,,,,,,,
Washington,US,4/13/20 23:07,47.4009,-121.4905,10635,513,,10122,53,140.8720663,93802,527,4.823695346,84000053,USA,1242.508845,4.955336154,,,,,,,,,,,,,,,,,
West Virginia,US,4/13/20 23:07,38.4912,-80.9545,611,8,85,603,54,46.18298743,16655,164,1.309328969,84000054,USA,1258.883233,26.84124386,,,,,,,,,,,,,,,,,
Wisconsin,US,4/13/20 23:07,44.2685,-89.6165,3428,154,,3274,55,66.24703768,40197,993,4.492415403,84000055,USA,776.8180203,28.96732789,,,,,,,,,,,,,,,,,
Wyoming,US,4/13/20 23:07,42.756,-107.3025,275,1,138,274,56,55.30528517,5964,41,0.363636364,84000056,USA,1199.420803,14.90909091,,,,,,,,,,,,,,,,,
Recovered,US,,,,0,0,43482,-43482,,,,,,84070001,USA,,,,,,,,,,,,,,,,,,,
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,4/14/20 23:33,32.3182,-86.9023,3953,114,,3839,1,84.30554137,33117,493,2.883885656,84000001,USA,706.2855081,12.4715406,,,,,,,,,,,,,,,,,
Alaska,US,4/14/20 23:33,61.3707,-152.4044,285,9,98,276,2,47.67887525,8348,32,3.157894737,84000002,USA,1396.572809,11.22807018,,,,,,,,,,,,,,,,,
American Samoa,US,,-14.271,-170.132,0,0,,,60,0,3,,,16,ASM,5.391707554,,,,,,,,,,,,,,,,,,
Arizona,US,4/14/20 23:33,33.7298,-111.4312,3809,131,249,3678,4,52.33065113,44096,580,3.439222893,84000004,USA,605.8210534,15.22709373,,,,,,,,,,,,,,,,,
Arkansas,US,4/14/20 23:33,34.9697,-92.3731,1498,32,427,1466,5,57.85957427,21131,130,2.136181575,84000005,USA,816.1753431,8.67823765,,,,,,,,,,,,,,,,,
California,US,4/14/20 23:33,36.1162,-119.6816,25356,767,,24589,6,64.66945279,202208,5163,3.028868907,84000006,USA,515.7233282,20.36204449,,,,,,,,,,,,,,,,,
Colorado,US,4/14/20 23:33,39.0598,-105.3111,7950,327,,7623,8,140.290495,38742,1493,4.11320755,84000008,USA,683.6646983,18.7798742,,,,,,,,,,,,,,,,,
Connecticut,US,4/14/20 23:33,41.5978,-72.7554,13989,671,,13318,9,392.3667295,45841,1779,4.79662592,84000009,USA,1285.759043,12.71713489,,,,,,,,,,,,,,,,,
Delaware,US,4/14/20 23:33,39.3185,-75.5071,1926,43,277,1883,10,197.7891974,12304,204,2.232606438,84000010,USA,1263.550511,10.59190031,,,,,,,,,,,,,,,,,
Diamond Princess,US,4/14/20 23:33,,,49,0,0,49,88888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
District of Columbia,US,4/14/20 23:33,38.8974,-77.0268,2058,67,518,1991,11,291.6050891,11518,295,3.255587949,84000011,USA,1632.024983,14.33430515,,,,,,,,,,,,,,,,,
Florida,US,4/14/20 23:33,27.7663,-81.6868,21628,571,,21057,12,101.8622019,203180,3060,2.640096172,84000012,USA,956.9244585,14.14832624,,,,,,,,,,,,,,,,,
Georgia,US,4/14/20 23:33,33.0406,-83.6431,14578,525,,14053,13,143.7758651,61795,2769,3.601317053,84000013,USA,609.4546291,18.99437509,,,,,,,,,,,,,,,,,
Grand Princess,US,4/14/20 23:33,,,103,0,0,103,99999,,,,0,84099999,USA,,,,,,,,,,,,,,,,,,,
Guam,US,4/14/20 23:33,13.4443,144.7937,133,5,66,128,66,80.98447899,946,13,3.759398496,316,GUM,576.0249408,9.77443609,,,,,,,,,,,,,,,,,
Hawaii,US,4/14/20 23:33,21.0943,-157.4983,511,9,315,502,15,36.09302536,19420,44,1.761252446,84000015,USA,1371.676228,8.610567515,,,,,,,,,,,,,,,,,
Idaho,US,4/14/20 23:33,44.2405,-114.4788,1464,33,,1431,16,90.90361547,15114,135,2.254098361,84000016,USA,938.468063,9.221311475,,,,,,,,,,,,,,,,,
Illinois,US,4/14/20 23:33,40.3495,-88.9861,23248,868,,22380,17,198.0972,110616,4283,3.733654508,84000017,USA,942.5636562,18.42309016,,,,,,,,,,,,,,,,,
Indiana,US,4/14/20 23:33,39.8494,-86.2583,8527,387,,8140,18,130.3026867,46017,,4.538524686,84000018,USA,703.19441,,,,,,,,,,,,,,,,,,
Iowa,US,4/14/20 23:33,42.0115,-93.2105,1899,49,741,1850,19,72.46119663,18885,163,2.580305424,84000019,USA,720.605423,8.583464982,,,,,,,,,,,,,,,,,
Kansas,US,4/14/20 23:33,38.5266,-96.7265,1441,69,,1372,20,59.09399595,14147,327,4.78834143,84000020,USA,580.1545876,22.6925746,,,,,,,,,,,,,,,,,
Kentucky,US,4/14/20 23:33,37.6681,-84.6701,2048,106,629,1942,21,59.82526233,26683,673,5.17578125,84000021,USA,779.4518919,32.86132813,,,,,,,,,,,,,,,,,
Louisiana,US,4/14/20 23:33,31.1695,-91.8678,21518,1013,,20505,22,468.0607996,118422,1977,4.707686588,84000022,USA,2575.922298,9.187656845,,,,,,,,,,,,,,,,,
Maine,US,4/14/20 23:33,44.6939,-69.3819,735,20,292,715,23,62.60615363,12342,124,2.721088435,84000023,USA,1051.27231,16.8707483,,,,,,,,,,,,,,,,,
Maryland,US,4/14/20 23:33,39.0639,-76.8021,9472,302,607,9170,24,159.371801,53733,2122,3.18834459,84000024,USA,904.0883612,22.4028716,,,,,,,,,,,,,,,,,
Massachusetts,US,4/14/20 23:33,42.2302,-71.5301,28164,844,,27320,25,410.3283151,126551,2340,2.996733419,84000025,USA,1843.752968,8.308478909,,,,,,,,,,,,,,,,,
Michigan,US,4/14/20 23:33,43.3266,-84.5361,27001,1768,452,25233,26,338.8994885,86226,3910,6.547905633,84000026,USA,1082.254261,14.48094515,,,,,,,,,,,,,,,,,
Minnesota,US,4/14/20 23:33,45.6945,-93.9002,1695,79,909,1616,27,34.26702728,39241,405,4.660766962,84000027,USA,793.3170604,23.89380531,,,,,,,,,,,,,,,,,
Mississippi,US,4/14/20 23:33,32.7416,-89.6787,3087,111,,2976,28,106.6245373,37878,596,3.595724004,84000028,USA,1308.300687,19.30677033,,,,,,,,,,,,,,,,,
Missouri,US,4/14/20 23:33,38.4561,-92.2884,4746,149,,4597,29,80.99728029,47978,1041,3.139485883,84000029,USA,818.8132141,21.93426043,,,,,,,,,,,,,,,,,
Montana,US,4/14/20 23:33,46.9219,-110.4544,399,7,197,392,30,46.07459465,9234,50,1.754385965,84000030,USA,1066.297762,12.53132832,,,,,,,,,,,,,,,,,
Nebraska,US,4/14/20 23:33,41.1254,-98.2681,897,20,,877,31,58.80918289,11357,,2.229654404,84000031,USA,744.5885062,,,,,,,,,,,,,,,,,,
Nevada,US,4/14/20 23:33,38.3135,-117.0554,3134,126,,3008,32,103.8884581,26661,,4.020421187,84000032,USA,883.7811686,,,,,,,,,,,,,,,,,,
New Hampshire,US,4/14/20 23:33,43.4525,-71.5639,922,25,249,897,33,69.41997428,11610,152,2.711496746,84000033,USA,874.1495677,16.48590022,,,,,,,,,,,,,,,,,
